corte,id_avaluo,numero_finca,provincia,canton,distrito,zona,tipologia,perito_id,perito_activo,nivel_confiabilidad,accion_sugerida,moneda,valor_garantia,saldo,ltv,fecha_valor,dias_antiguedad,saldo_equivalente_crc,reglas_incumplidas,detalle,responsables,prioridad,entra_este_mes
2026-04,AV-2025-001622,4-697037,Heredia,Belén,San Antonio,GAM_CENTRO,Casa de habitación,PER-005,SI,REVISAR,Verificación documental,CRC,210704000.00,137405708.84,0.6521,2023-01-23,1193,137405708.84,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,332,false
2026-04,AV-2025-001623,4-456725,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Casa de habitación,PER-005,SI,REVISAR,Verificación documental,USD,338067.00,190071.19,0.5622,2023-09-27,946,96936306.9,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 73.1 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",368,false
2026-04,AV-2025-001629,2-147217,Alajuela,Upala,Upala,RURAL,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,222559000.00,353758072.74,1.5895,2023-03-12,1145,353758072.74,"R-07, R-08","R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 150000.0 y 550000.0 (RURAL, CRC) | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses)","Jefe de Garantías, Perito Revisor",232,false
2026-04,AV-2025-001701,1-763481,San José,Desamparados,Desamparados,GAM_PERIFERIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,30101000.00,22270155.42,0.7398,2022-12-29,1218,22270155.42,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,414,false
2026-04,AV-2025-001719,4-497479-030,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Apartamento,PER-007,SI,REVISAR,Verificación documental,USD,430836.00,272406.13,0.6323,2023-06-13,1052,138927126.3,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,330,false
2026-04,AV-2025-001724,5-886656,Guanacaste,Santa Cruz,Tamarindo,COSTA,Terreno baldío rural,PER-003,SI,REVISAR,Verificación documental,CRC,7057767000.00,5014111997.62,0.7104,2024-02-13,807,5014111997.62,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,151,false
2026-04,AV-2025-001726,2-489240,Alajuela,San Carlos,Quesada,CIUDAD_INTERMEDIA,Terreno baldío rural,PER-003,SI,REVISAR,Verificación documental,CRC,690223000.00,,,2022-01-06,1575,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,449,false
2026-04,AV-2025-001744,3-339080,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,33448000.00,,,2021-11-21,1621,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,450,false
2026-04,AV-2025-001747,3-279517,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Local comercial,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,1129591000.00,871205797.86,0.7713,2025-10-07,205,871205797.86,R-05,R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe,Coordinación de Calidad,19,true
2026-04,AV-2025-001772,1-252613,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Casa de habitación,PER-006,SI,REVISAR,Verificación documental,USD,496044.00,221332.04,0.4462,2025-10-26,186,112879340.4,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 12 km del centroide; observado 49.3 km,Perito Revisor,349,false
2026-04,AV-2025-001795,4-896140,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Bodega o nave industrial,PER-001,SI,NO_CONFIABLE,Re-inspección,USD,2740514.00,2303505.09,0.8405,2025-07-12,292,1174787595.8999999,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 3080510.39,Perito Revisor,16,true
2026-04,AV-2025-001798,4-255242,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Terreno baldío urbano,PER-002,SI,REVISAR,Verificación documental,CRC,50215000.00,25647083.80,0.5107,2025-10-04,208,25647083.8,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 120.4 km,Perito Revisor,413,false
2026-04,AV-2025-001800,2-357810,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Bodega o nave industrial,PER-009,SI,REVISAR,Verificación documental,USD,2329658.00,1730720.51,0.7429,2025-01-24,461,882667460.1,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 8 km del centroide; observado 59.4 km,Perito Revisor,190,false
2026-04,AV-2025-001802,1-223425-187,San José,Escazú,Escazú,GAM_CENTRO,Condominio horizontal,PER-008,SI,REVISAR,Verificación documental,USD,361028.00,278363.20,0.771,2021-10-25,1648,141965232.0,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 79.3 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",328,false
2026-04,AV-2025-001818,1-652805,San José,Desamparados,Desamparados,GAM_PERIFERIA,Terreno baldío urbano,PER-007,SI,REVISAR,Verificación documental,CRC,107380000.00,80701324.35,0.7515,2023-09-22,951,80701324.35,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,376,false
2026-04,AV-2025-001835,1-103163,San José,Escazú,Escazú,GAM_CENTRO,Local comercial,PER-009,SI,REVISAR,Verificación documental,CRC,424735000.00,301441140.03,0.7097,2022-05-23,1438,301441140.03,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,249,false
2026-04,AV-2025-001845,4-569345,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Bodega o nave industrial,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,617383.00,1388898.93,2.2497,2021-09-05,1698,708338454.3,"R-04, R-08",R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",20,true
2026-04,AV-2025-001876,1-656428,San José,Goicoechea,Guadalupe,GAM_PERIFERIA,Casa de habitación,PER-006,SI,REVISAR,Verificación documental,CRC,286042000.00,169679222.02,0.5932,2022-11-21,1256,169679222.02,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,309,false
2026-04,AV-2025-001885,6-468599,Puntarenas,Puntarenas,Puntarenas,CIUDAD_INTERMEDIA,Local comercial,PER-003,SI,REVISAR,Verificación documental,CRC,7354574000.00,2343416718.63,0.3186,2025-08-13,260,2343416718.63,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 800000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,166,false
2026-04,AV-2025-001887,7-202111-315,Limón,Talamanca,Cahuita,COSTA,Condominio horizontal,PER-001,SI,REVISAR,Verificación documental,USD,286430.00,230817.69,0.8058,2023-01-16,1200,117717021.9,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 12 km del centroide; observado 99.8 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",343,false
2026-04,AV-2025-001923,3-371214,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Local comercial,PER-009,SI,REVISAR,Verificación documental,CRC,5267834000.00,1678240679.34,0.3186,2025-09-30,212,1678240679.34,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 250000.0 y 900000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,178,false
2026-04,AV-2025-001942,7-723457,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Finca agrícola,PER-008,SI,REVISAR,Verificación documental,CRC,29508755000.00,,,2025-10-13,199,,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 6 km del centroide; observado 86.7 km,Perito Revisor,451,false
2026-04,AV-2025-001950,1-730047,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Casa de habitación,PER-001,SI,REVISAR,Verificación documental,CRC,122544000.00,81465405.63,0.6648,2023-12-16,866,81465405.63,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,375,false
2026-04,AV-2025-001956,1-666734,San José,Curridabat,Curridabat,GAM_CENTRO,Casa de habitación,No informado,NO,NO_CONFIABLE,Re-inspección,CRC,190433000.00,85994291.88,0.4516,2025-08-15,258,85994291.88,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,72,true
2026-04,AV-2025-001986,7-538525-331,Limón,Talamanca,Cahuita,COSTA,Apartamento,PER-005,SI,NO_CONFIABLE,Re-inspección,CRC,82095000.00,54860675.28,0.6683,2023-01-31,1185,54860675.28,"R-03, R-08",R-03 El valor total debe cuadrar con la suma de sus componentes: 96991021.63 | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",86,true
2026-04,AV-2025-002008,4-393240,Heredia,Sarapiquí,Puerto Viejo,RURAL,Finca agrícola,PER-007,SI,REVISAR,Verificación documental,CRC,17316345000.00,12319493773.78,0.7114,2025-06-14,320,12319493773.78,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 1500.0 y 30000.0 (RURAL, CRC)",Perito Revisor,146,true
2026-04,AV-2025-002025,2-318121,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,16177000.00,100126968.93,6.1895,2025-10-20,192,100126968.93,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 35000.0 y 180000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,363,false
2026-04,AV-2025-002044,4-562255,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Bodega o nave industrial,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,6647525.00,3788822.19,0.57,2025-05-19,346,1932299316.8999999,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 7759857.88,Perito Revisor,11,true
2026-04,AV-2025-002046,5-488061,Guanacaste,Liberia,Liberia,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,USD,591773.00,390704.67,0.6602,2021-09-18,1685,199259381.7,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,295,false
2026-04,AV-2025-002066,1-441609-243,San José,San José,Carmen,GAM_CENTRO,Apartamento,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,19126000.00,80737517.24,4.2213,2025-03-07,419,80737517.24,"R-04, R-07","R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción | R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 500000.0 y 1600000.0 (GAM_CENTRO, CRC)",Perito Revisor,75,true
2026-04,AV-2025-002092,1-342583,San José,Curridabat,Curridabat,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,2605439000.00,240151190.44,0.0922,2025-02-25,429,240151190.44,"R-06, R-07","R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 61.8 km | R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,272,false
2026-04,AV-2025-002098,1-916452,San José,San José,Carmen,GAM_CENTRO,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,USD,796158.00,566193.58,0.7112,2025-12-10,141,288758725.79999995,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,254,false
2026-04,AV-2025-002103,4-585170,Heredia,Heredia,Heredia,GAM_CENTRO,Edificio de oficinas,PER-005,SI,REVISAR,Verificación documental,USD,12460891.00,,,2025-12-21,130,,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 72.0 km,Perito Revisor,452,false
2026-04,AV-2025-002109,3-874418,Cartago,Cartago,Oriental,GAM_CENTRO,Terreno baldío urbano,PER-006,SI,REVISAR,Verificación documental,CRC,451586000.00,310848447.00,0.6883,2022-09-06,1332,310848447.0,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,244,false
2026-04,AV-2025-002129,7-630805,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,1394247000.00,192843222.31,0.1383,2025-08-10,263,192843222.31,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,297,false
2026-04,AV-2025-002133,3-897475,Cartago,Cartago,Oriental,GAM_CENTRO,Local comercial,PER-008,SI,REVISAR,Verificación documental,CRC,2952650000.00,2208077675.29,0.7478,2023-09-04,969,2208077675.29,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,168,false
2026-04,AV-2025-002171,2-883048-268,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Condominio horizontal,PER-007,SI,REVISAR,Verificación documental,USD,327918.00,234878.69,0.7163,2025-10-15,197,119788131.9,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 94.3 km,Perito Revisor,340,false
2026-04,AV-2025-002177,2-334611,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,19111000.00,15201698.40,0.7954,2021-12-08,1604,15201698.4,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,416,false
2026-04,AV-2025-002185,6-935660,Puntarenas,Puntarenas,Puntarenas,CIUDAD_INTERMEDIA,Finca agrícola,PER-007,SI,REVISAR,Verificación documental,CRC,25953412000.00,13203620061.04,0.5087,2023-09-04,969,13203620061.04,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,145,true
2026-04,AV-2025-002190,1-775184-042,San José,Escazú,Escazú,GAM_CENTRO,Condominio horizontal,PER-004,SI,NO_CONFIABLE,Re-inspección,USD,365827.00,209421.55,0.5725,2025-01-27,458,106804990.5,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 384222.81,Perito Revisor,62,true
2026-04,AV-2025-002202,7-559710,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-007,SI,REVISAR,Verificación documental,CRC,890615000.00,,,2025-03-29,397,,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 35000.0 y 180000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,453,false
2026-04,AV-2025-002214,1-259391,San José,Escazú,Escazú,GAM_CENTRO,Local comercial,PER-003,SI,REVISAR,Verificación documental,CRC,797370000.00,522553739.08,0.6553,2025-11-06,175,522553739.08,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 92.1 km,Perito Revisor,211,false
2026-04,AV-2025-002215,1-476515-315,San José,Santa Ana,Santa Ana,GAM_CENTRO,Condominio horizontal,PER-003,SI,REVISAR,Verificación documental,USD,389337.00,311298.01,0.7996,2023-02-08,1177,158761985.1,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,313,false
2026-04,AV-2025-002231,1-704190-079,San José,Curridabat,Curridabat,GAM_CENTRO,Apartamento,PER-003,SI,REVISAR,Verificación documental,USD,430975.00,350113.39,0.8124,2021-06-14,1781,178557828.9,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,305,false
2026-04,AV-2025-002238,1-567629-245,San José,Montes de Oca,San Pedro,GAM_CENTRO,Apartamento,No informado,NO,NO_CONFIABLE,Re-inspección,USD,415781.00,,,2025-11-20,161,,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,123,true
2026-04,AV-2025-002256,2-327257,Alajuela,San Carlos,Quesada,CIUDAD_INTERMEDIA,Casa de habitación,PER-008,SI,NO_CONFIABLE,Re-inspección,USD,96374.00,50738.94,0.5265,2025-05-28,337,25876859.400000002,"R-03, R-04",R-03 El valor total debe cuadrar con la suma de sus componentes: 62648.09 | R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,97,true
2026-04,AV-2025-002278,5-408156-345,Guanacaste,Carrillo,Sardinal,COSTA,Apartamento,PER-008,SI,REVISAR,Verificación documental,CRC,118761000.00,71525586.32,0.6023,2025-12-03,148,71525586.32,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,381,false
2026-04,AV-2025-002279,N/A,Heredia,Heredia,Heredia,GAM_CENTRO,Casa de habitación,PER-002,SI,NO_CONFIABLE,Re-inspección,USD,1159475.00,818239.35,0.7057,2025-04-03,392,417302068.5,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,26,true
2026-04,AV-2025-002286,2-199871,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,149299000.00,103951359.20,0.6963,2025-07-19,285,103951359.2,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 8 km del centroide; observado 86.4 km,Perito Revisor,360,false
2026-04,AV-2025-002293,1-298127-042,San José,San José,Carmen,GAM_CENTRO,Condominio horizontal,PER-008,SI,REVISAR,Verificación documental,USD,689363.00,352658.49,0.5116,2025-10-20,192,179855829.9,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 2 km del centroide; observado 118.3 km,Perito Revisor,302,false
2026-04,AV-2025-002311,1-987614,San José,Puriscal,Santiago,RURAL,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,344755000.00,206978626.14,0.6004,2022-07-05,1395,206978626.14,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,290,false
2026-04,AV-2025-002323,7-334684,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Local comercial,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,2663457000.00,1652326554.37,0.6204,2025-07-05,299,1652326554.37,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,14,true
2026-04,AV-2025-002345,2-179033,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,94987000.00,135640562.86,1.428,2025-03-31,395,135640562.86,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,333,false
2026-04,AV-2025-002346,2-712314,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Finca agrícola,PER-009,SI,REVISAR,Verificación documental,CRC,21181849000.00,14024341382.34,0.6621,2025-09-10,232,14024341382.34,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,144,true
2026-04,AV-2025-002358,5-562409,Guanacaste,Nicoya,Nicoya,CIUDAD_INTERMEDIA,Casa de habitación,PER-005,SI,NO_CONFIABLE,Re-inspección,CRC,176106000.00,,,2025-12-15,136,,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,124,true
2026-04,AV-2025-002379,5-188130,Guanacaste,Santa Cruz,Tamarindo,COSTA,Casa de habitación,PER-006,SI,REVISAR,Verificación documental,CRC,770475000.00,,,2023-11-04,908,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,454,false
2026-04,AV-2025-002382,1-686123,San José,Desamparados,Desamparados,GAM_PERIFERIA,Casa de habitación,PER-001,SI,NO_CONFIABLE,Re-inspección,CRC,254488000.00,205693691.48,0.8083,2025-05-23,342,205693691.48,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 292088146.33,Perito Revisor,41,true
2026-04,AV-2025-002394,4-953510,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Casa de habitación,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,881421000.00,,,2024-06-13,686,,R-01,R-01 No pueden existir dos avalúos con el mismo identificador: único dentro del corte,Coordinación de Calidad,125,true
2026-04,AV-2025-002394,6-436775,Puntarenas,Garabito,Jacó,COSTA,Casa de habitación,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,4178516000.00,,,2025-05-06,359,,"R-01, R-07","R-01 No pueden existir dos avalúos con el mismo identificador: único dentro del corte | R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 300000.0 y 1500000.0 (COSTA, CRC)","Coordinación de Calidad, Perito Revisor",126,true
2026-04,AV-2025-002397,1-249275,San José,Goicoechea,Guadalupe,GAM_PERIFERIA,Casa de habitación,PER-001,SI,NO_CONFIABLE,Re-inspección,CRC,208734000.00,152876121.82,0.7324,2025-04-14,381,152876121.82,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 191948134.47,Perito Revisor,50,true
2026-04,AV-2025-002418,4-370674-230,Heredia,Heredia,Heredia,GAM_CENTRO,Apartamento,PER-007,SI,REVISAR,Verificación documental,CRC,343114000.00,111320759.10,0.3244,2021-03-07,1880,111320759.1,"R-07, R-08","R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 500000.0 y 1600000.0 (GAM_CENTRO, CRC) | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses)","Jefe de Garantías, Perito Revisor",352,false
2026-04,AV-2025-002433,6-197721-024,Puntarenas,Garabito,Jacó,COSTA,Condominio horizontal,PER-002,SI,REVISAR,Verificación documental,USD,315304.00,247438.70,0.7848,2025-03-13,413,126193737.0,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 8 km del centroide; observado 110.1 km,Perito Revisor,335,false
2026-04,AV-2025-002445,2-258880,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Edificio de oficinas,PER-009,SI,NO_CONFIABLE,Re-inspección,USD,6087364.00,4907328.85,0.8062,2025-12-19,132,2502737713.5,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,9,true
2026-04,AV-2025-002492,6-144410,Puntarenas,Puntarenas,Puntarenas,CIUDAD_INTERMEDIA,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,388384000.00,298466270.13,0.7685,2021-09-09,1694,298466270.13,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,251,false
2026-04,AV-2025-002515,1-983672,San José,Escazú,Escazú,GAM_CENTRO,Local comercial,PER-001,SI,NO_CONFIABLE,Re-inspección,CRC,755585000.00,,,2025-11-10,171,,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 875021511.72,Perito Revisor,127,true
2026-04,AV-2025-002524,2-807751,Alajuela,Upala,Upala,RURAL,Finca agrícola,PER-003,SI,REVISAR,Verificación documental,CRC,1575672000.00,1219618888.99,0.774,2023-09-04,969,1219618888.99,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,183,false
2026-04,AV-2025-002533,1-829913-042,San José,Curridabat,Curridabat,GAM_CENTRO,Condominio horizontal,PER-008,SI,REVISAR,Verificación documental,USD,649074.00,480816.23,0.7408,2025-04-21,374,245216277.29999998,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 80.6 km,Perito Revisor,268,false
2026-04,AV-2025-002538,1-236510,San José,Desamparados,Desamparados,GAM_PERIFERIA,Casa de habitación,PER-005,SI,REVISAR,Verificación documental,CRC,1111508000.00,795188517.72,0.7154,2025-11-25,156,795188517.72,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 56.8 km,Perito Revisor,194,false
2026-04,AV-2025-002542,4-747282,Heredia,Belén,San Antonio,GAM_CENTRO,Casa de habitación,PER-004,SI,REVISAR,Verificación documental,CRC,693634000.00,,,2023-01-24,1192,,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",455,false
2026-04,AV-2025-002556,2-494695,Alajuela,Upala,Upala,RURAL,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,365765000.00,232119739.74,0.6346,2025-06-04,330,232119739.74,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,279,false
2026-04,AV-2025-002558,2-290299-180,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Condominio horizontal,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,1251104.00,568444.16,0.4544,2025-07-07,297,289906521.6,R-05,R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe,Coordinación de Calidad,34,true
2026-04,AV-2025-002559,4-879413,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Bodega o nave industrial,PER-007,SI,REVISAR,Verificación documental,USD,12271880.00,7742518.98,0.6309,2025-11-26,155,3948684679.8,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 48.1 km,Perito Revisor,154,false
2026-04,AV-2025-002565,4-330468,Heredia,Heredia,Heredia,GAM_CENTRO,Casa de habitación,PER-002,SI,REVISAR,Verificación documental,USD,574410.00,454949.64,0.792,2025-06-27,307,232024316.4,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 52.1 km,Perito Revisor,280,false
2026-04,AV-2025-002567,4-569971,Heredia,Sarapiquí,Puerto Viejo,RURAL,Terreno baldío rural,PER-009,SI,NO_CONFIABLE,Re-inspección,USD,181923.00,98288.78,0.5403,2025-10-07,205,50127277.8,"R-03, R-04",R-03 El valor total debe cuadrar con la suma de sus componentes: 280047.75 | R-04 La tipología y lo construido deben ser compatibles: ambos en cero: la tipología no contempla construcción,Perito Revisor,89,true
2026-04,AV-2025-002569,4-351566,Heredia,Belén,San Antonio,GAM_CENTRO,Bodega o nave industrial,PER-007,SI,REVISAR,Verificación documental,CRC,3478608000.00,1738604224.27,0.4998,2025-02-23,431,1738604224.27,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,177,false
2026-04,AV-2025-002635,1-881657-129,San José,Santa Ana,Santa Ana,GAM_CENTRO,Apartamento,PER-003,SI,REVISAR,Verificación documental,USD,181471.00,,,2022-05-18,1443,,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 54.7 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",456,false
